junction_detail,1st_road_class,age_of_vehicle,age_of_driver,day_of_week,speed_limit,engine_capacity_(cc),vehicle_type,urban_or_rural_area,road_surface_conditions,time_range,accident_severity
3,4,2,28,4,30,995,9,1,1,10,2
0,3,8,35,7,40,1587,9,1,1,15,2
3,3,8,47,4,30,1587,3,1,2,7,2
0,6,3,42,7,30,803,4,1,1,18,2
0,3,4,35,7,30,4500,11,1,1,23,2
0,1,8,30,5,60,1587,9,1,2,13,2
0,3,8,22,7,40,1587,9,1,2,11,2
8,3,8,28,4,30,1587,1,1,1,15,2
3,6,8,29,6,30,1587,5,1,1,11,2
6,3,8,32,2,30,1497,9,1,1,20,2
6,3,8,32,2,30,1497,9,1,1,20,2
6,3,1,32,2,30,2143,19,1,1,20,2
0,3,2,57,1,40,1461,9,1,1,15,2
0,3,2,57,1,40,1461,9,1,1,15,2
3,3,8,31,2,20,1296,9,1,1,23,2
3,3,8,26,2,20,1587,9,1,1,23,2
3,3,8,26,2,20,1587,9,1,1,23,2
0,3,10,19,7,30,1229,9,1,1,8,2
6,3,8,36,2,50,680,5,1,1,13,2
3,3,8,65,1,30,1587,1,1,1,20,2
3,3,13,51,1,30,998,9,1,1,21,2
6,3,4,32,6,40,125,3,2,2,16,2
2,5,8,43,2,30,1587,1,1,1,11,2
6,3,8,37,7,40,1587,1,1,1,18,2
0,3,5,35,3,30,9000,11,1,1,11,2
3,3,16,71,6,30,599,5,1,1,7,2
3,3,8,37,4,30,1587,3,1,1,16,2
3,3,3,45,5,30,1598,9,1,1,7,2
3,3,8,40,5,30,1587,1,1,1,8,2
0,3,2,63,5,30,1598,9,1,1,18,2
0,3,2,63,5,30,1598,9,1,1,18,2
6,3,1,35,3,30,2493,9,1,1,11,2
6,3,1,35,3,30,2493,9,1,1,11,2
1,3,4,35,5,30,124,3,1,1,8,2
0,3,8,37,6,40,1587,9,1,1,12,2
3,3,5,31,7,30,998,5,1,1,11,2
3,3,8,59,5,30,1587,1,1,1,19,2
0,3,8,7,6,30,1587,1,1,1,13,2
0,3,8,29,2,30,1587,1,1,1,13,2
1,3,8,26,2,40,125,4,1,1,21,2
6,3,4,27,1,40,2143,9,1,1,22,2
6,3,8,38,1,40,1587,19,1,1,22,2
3,5,2,48,7,30,1198,5,1,1,13,2
3,5,8,21,7,30,1587,2,1,1,13,2
0,3,8,48,6,40,1587,4,1,1,9,2
6,3,3,41,4,30,1198,9,1,1,19,2
0,5,4,28,4,30,1956,9,1,1,14,2
6,5,8,37,5,30,1587,11,1,1,11,2
0,5,5,47,5,30,9000,11,1,2,13,2
1,3,1,41,2,40,1170,5,1,1,19,2
2,3,8,26,3,30,125,3,1,2,18,2
0,3,8,49,2,40,1587,1,1,1,17,2
3,6,10,37,3,30,2198,9,1,1,15,2
0,1,10,45,6,60,1050,5,1,1,8,2
6,3,6,28,6,30,4500,11,1,2,20,2
0,6,7,37,2,20,1995,9,1,1,18,2
6,6,5,84,7,30,1400,9,1,1,16,2
7,3,10,56,1,30,1360,9,1,1,16,2
3,4,8,30,3,30,1587,1,1,1,19,2
3,3,13,29,1,30,1769,9,1,2,6,2
6,3,4,23,7,30,1197,9,1,1,21,2
0,3,7,65,6,30,4500,11,1,1,15,2
3,3,12,47,7,40,1339,9,2,1,18,2
6,3,10,62,2,30,2148,9,1,1,17,2
0,3,2,37,6,30,125,3,1,1,16,2
0,3,14,44,5,50,599,5,1,1,17,2
0,6,8,37,6,20,1587,1,1,1,14,2
7,6,8,37,6,30,1587,1,1,1,15,2
0,3,8,37,6,30,1587,1,2,1,18,2
3,5,4,21,7,30,125,3,1,1,22,2
3,3,2,73,7,30,2987,9,1,1,0,2
3,3,3,36,5,30,125,3,1,1,11,2
3,3,8,42,3,30,1587,1,1,1,7,2
0,5,8,47,2,30,1587,1,1,1,11,2
3,6,8,82,7,30,1587,9,1,2,8,2
1,5,3,25,3,30,125,3,1,2,22,2
0,3,14,35,7,30,790,5,1,1,6,2
0,3,14,35,7,30,790,5,1,1,6,2
3,3,3,41,2,30,865,3,1,1,12,2
0,6,8,79,4,30,1587,1,1,1,6,2
3,3,2,34,4,30,600,5,1,1,18,2
3,6,8,13,3,30,1587,1,1,1,8,2
3,6,7,34,2,30,1796,9,1,1,20,2
3,6,7,34,2,30,1796,9,1,1,20,2
3,6,7,34,2,30,1796,9,1,1,20,2
3,3,3,33,3,50,2143,9,1,2,19,2
6,3,8,18,6,30,1587,3,1,1,18,2
3,5,8,59,4,30,1598,9,1,1,16,2
0,3,10,20,5,50,2776,9,1,2,23,2
0,3,10,20,5,50,2776,9,1,2,23,2
0,3,10,20,5,50,2776,9,1,2,23,2
0,3,8,40,5,50,1587,9,1,2,23,2
0,6,3,17,7,30,125,3,1,2,12,2
0,5,8,20,5,30,1587,3,1,2,16,2
3,5,10,48,6,30,1794,9,1,1,22,2
6,4,4,59,5,30,1968,19,1,2,12,2
3,5,16,44,3,30,498,4,1,1,15,2
3,3,1,21,5,30,124,3,1,1,8,2
3,3,8,27,5,30,1587,1,1,1,8,2
3,3,8,41,6,30,1587,1,1,2,21,2
6,3,8,25,5,30,1587,9,1,1,17,2
3,4,10,50,4,30,1968,9,1,1,8,2
0,5,8,27,2,30,108,3,1,1,20,2
0,6,7,65,2,30,6692,21,1,1,14,2
3,6,8,67,3,30,1587,1,1,1,21,2
6,3,3,27,4,30,1956,9,1,1,13,2
8,3,7,32,1,30,124,4,1,1,15,2
3,3,8,38,4,30,1587,1,1,1,8,2
3,3,1,37,2,30,689,5,1,1,7,2
0,6,11,26,2,30,1995,9,1,1,17,2
0,6,10,45,2,30,652,5,1,1,17,2
0,3,8,12,3,30,1587,1,1,1,12,2
1,3,8,46,1,30,1587,8,1,1,1,2
3,3,7,37,7,30,883,5,1,1,10,2
3,3,10,39,7,30,7300,11,1,2,17,2
0,3,11,19,7,40,1595,9,1,1,14,2
5,3,15,30,1,40,1242,9,1,1,19,2
0,3,8,37,4,30,124,2,1,2,6,2
6,6,16,16,6,30,124,3,1,1,22,2
6,3,8,37,3,30,1587,3,1,1,8,2
3,3,15,82,4,30,1199,9,1,1,14,2
0,6,5,30,3,30,108,3,1,1,13,2
3,3,8,26,4,30,645,5,1,1,20,2
6,3,8,39,6,30,1587,1,1,1,16,2
0,5,8,46,3,30,1910,9,1,1,16,2
6,6,8,17,4,30,1587,3,1,2,16,2
0,5,8,37,4,30,1587,9,1,1,11,2
0,3,1,30,2,30,1996,19,1,1,11,2
3,5,10,27,6,30,1896,19,1,1,15,2
0,6,6,33,3,30,1388,9,1,2,17,2
6,3,8,46,1,30,1587,9,1,1,15,2
6,3,1,26,6,30,109,2,1,1,19,2
3,3,13,62,6,30,7300,11,1,1,15,2
6,3,4,35,4,20,649,5,1,1,19,2
3,3,11,51,4,30,1360,9,1,1,10,2
3,3,8,37,1,30,1587,11,1,1,13,2
3,3,8,21,7,30,1587,1,1,1,5,2
6,4,5,50,5,30,3456,9,1,2,18,2
3,3,4,26,3,30,1598,9,1,1,21,2
5,3,8,29,2,30,1587,1,1,1,9,2
6,3,8,25,3,30,1587,5,1,1,16,2
3,3,8,39,2,30,1587,1,1,1,7,2
3,3,13,40,4,30,124,4,1,1,7,2
3,3,11,50,5,30,1995,9,1,1,16,2
3,3,8,31,6,30,1587,1,1,1,7,2
0,6,2,79,4,30,1997,9,1,1,15,2
3,5,1,33,4,30,125,3,1,1,23,2
0,6,8,51,4,30,1587,19,1,1,8,2
0,3,8,29,1,30,1587,1,1,1,2,2
6,3,4,50,2,30,1339,9,1,1,4,2
6,3,8,25,7,30,1587,1,1,1,18,2
3,3,8,54,4,30,1587,1,1,1,11,2
3,3,8,35,6,30,1587,1,1,1,10,2
3,3,8,40,5,30,1587,1,1,1,17,2
3,4,15,42,5,30,124,3,1,1,10,2
3,3,8,27,4,30,125,3,1,1,20,2
3,3,4,34,2,20,1995,9,1,2,23,2
3,3,9,49,2,20,1586,9,1,2,23,2
3,3,9,49,2,20,1586,9,1,2,23,2
0,3,8,25,2,30,1587,1,1,1,18,2
8,3,1,37,6,30,124,3,1,1,6,2
3,3,8,19,7,20,1587,3,1,1,10,2
3,3,8,19,7,20,1587,3,1,1,10,2
3,3,10,44,5,30,125,3,1,2,18,2
0,3,6,34,1,30,125,3,1,1,21,2
3,3,8,37,3,30,1587,1,1,1,19,2
3,3,8,37,2,30,1587,1,1,1,10,2
3,3,13,86,2,30,1598,9,1,1,0,2
3,3,11,38,1,30,738,5,2,1,1,2
3,3,8,33,4,30,1587,1,1,1,20,2
3,3,3,27,3,30,999,5,1,1,8,2
3,3,8,54,3,30,1587,1,1,1,8,2
3,3,19,51,2,30,599,5,1,1,16,2
6,3,8,37,4,30,1587,9,1,1,20,2
6,3,8,56,5,30,600,5,1,1,14,2
3,3,8,37,1,30,1587,1,1,1,12,2
3,3,8,39,7,30,1587,9,1,1,21,2
6,3,3,51,4,30,49,2,1,1,18,2
6,3,8,41,5,30,6700,11,1,1,7,2
3,6,8,37,3,30,1587,3,1,1,18,2
8,3,8,32,5,30,1587,1,1,1,17,2
6,3,7,33,2,30,625,3,1,1,21,2
3,5,1,28,1,30,108,3,1,1,2,2
0,3,29,36,3,30,4942,9,2,1,20,2
0,3,29,36,3,30,4942,9,2,1,20,2
3,3,8,44,5,30,1587,1,1,1,6,2
3,3,3,32,5,30,125,3,1,2,20,2
6,3,8,29,1,30,125,3,1,1,18,2
2,6,8,17,4,30,1587,3,1,1,20,2
0,3,8,25,2,30,1587,1,1,1,19,2
0,3,8,33,2,30,1587,1,1,1,7,2
3,3,8,47,3,30,1587,1,1,1,18,2
6,3,12,37,7,30,781,5,1,2,18,2
3,3,4,35,7,30,675,5,1,1,16,2
6,3,2,58,4,30,782,5,1,2,18,2
6,3,8,28,4,30,1587,1,1,2,18,2
6,3,10,35,6,30,124,3,1,1,17,2
6,3,4,39,1,30,125,3,1,2,17,2
0,3,8,37,4,30,1587,5,1,1,12,2
3,5,8,39,1,30,1587,1,1,1,11,2
3,3,6,41,2,30,656,5,1,1,8,2
0,3,8,30,5,40,1587,1,1,1,19,2
0,3,8,36,5,40,1587,1,1,1,19,2
6,3,8,37,3,30,1587,9,1,2,17,2
0,4,7,35,4,30,244,3,1,1,19,2
0,4,7,35,4,30,244,3,1,1,19,2
0,3,4,35,6,30,2143,19,1,2,21,2
3,6,8,41,5,30,1587,90,1,1,15,2
3,3,8,83,3,30,1587,9,1,2,18,2
2,3,8,28,5,30,1587,9,1,1,23,2
2,3,8,28,5,30,1587,9,1,1,23,2
2,3,8,28,5,30,1587,9,1,1,23,2
3,6,8,37,5,30,1587,9,1,1,5,2
3,3,5,31,2,30,125,3,1,1,19,2
6,3,8,60,7,40,1587,9,1,1,6,2
6,3,14,46,7,40,1598,9,1,1,6,2
0,3,8,22,6,40,1587,5,1,1,23,2
6,3,1,24,7,30,942,3,1,1,18,2
0,3,15,21,1,40,124,3,1,1,23,2
6,3,8,45,3,30,1587,1,1,1,13,2
3,3,13,35,6,30,750,5,1,1,7,2
0,6,3,54,4,30,1596,9,1,1,12,2
0,6,6,52,1,30,4500,11,1,1,15,2
3,3,8,50,5,30,1587,9,1,1,0,2
3,6,2,37,5,30,1798,9,1,1,22,2
3,3,9,36,5,30,1390,9,1,1,9,2
3,3,9,37,5,30,2200,19,1,1,9,2
2,3,7,32,5,30,695,5,1,1,9,2
0,4,5,40,1,30,1797,9,1,2,0,2
0,3,11,76,4,40,2402,8,1,1,17,2
6,3,13,35,1,30,1598,9,1,1,17,2
3,3,4,37,3,30,1995,9,1,1,18,2
3,3,4,28,7,30,124,3,1,1,2,2
3,3,4,28,7,30,124,3,1,1,2,2
0,3,8,26,7,30,1587,5,1,1,14,2
3,3,1,19,6,30,125,3,1,1,17,2
0,6,8,26,4,30,599,5,1,1,20,2
3,6,8,30,7,30,1587,1,1,1,16,2
3,3,8,35,5,30,675,5,1,1,14,2
5,3,9,20,2,30,1242,9,1,1,11,2
0,3,3,28,1,40,999,5,1,1,19,2
3,5,8,37,2,30,1587,11,1,1,15,2
3,5,8,37,2,30,1587,11,1,1,15,2
0,4,14,46,2,30,1596,9,1,1,16,2
3,3,4,35,7,30,1332,9,1,1,20,2
7,4,6,25,7,30,1198,9,1,1,8,2
3,3,8,37,2,30,1587,9,1,1,11,2
6,3,8,13,4,40,1587,1,1,1,13,2
6,3,10,51,2,50,1199,5,1,1,7,2
0,6,10,57,3,30,499,5,1,1,8,2
0,3,6,46,5,40,599,5,1,1,6,2
3,3,8,44,5,30,1587,1,1,1,20,2
0,3,11,25,3,40,698,9,1,2,16,2
3,5,15,24,2,30,1390,9,1,1,12,2
3,3,7,23,1,40,125,4,1,2,21,2
0,3,10,55,6,20,984,5,1,1,13,2
9,3,4,28,3,30,1598,9,1,2,23,2
8,6,8,35,6,30,1587,1,1,1,10,2
3,3,18,50,6,30,1998,9,1,1,21,2
3,3,18,50,6,30,1998,9,1,1,21,2
3,3,8,37,6,30,1587,9,1,1,21,2
3,3,8,37,5,30,1587,9,1,1,19,2
3,3,15,51,1,30,2664,8,1,1,3,2
3,3,8,49,5,30,1587,1,1,1,18,2
2,3,6,37,7,30,125,3,1,1,11,2
0,3,4,32,4,50,124,3,1,1,11,2
0,3,8,37,6,30,125,3,1,1,12,2
0,3,8,37,6,30,125,3,1,1,12,2
3,3,10,54,5,30,999,5,1,1,10,2
0,6,8,19,3,30,1364,9,1,1,1,2
3,5,4,19,4,30,1390,9,2,2,7,2
3,5,4,19,4,30,1390,9,2,2,7,2
3,5,4,19,4,30,1390,9,2,2,7,2
0,4,7,55,1,30,1598,9,1,1,18,2
9,3,8,72,6,30,1587,90,1,1,10,2
0,6,8,30,4,30,1587,9,1,2,17,2
0,5,1,58,3,30,1390,9,1,2,13,2
0,5,1,58,3,30,1390,9,1,2,13,2
6,5,15,51,4,30,998,9,1,1,22,2
6,5,12,20,4,30,1198,9,1,1,22,2
6,5,12,20,4,30,1198,9,1,1,22,2
1,5,8,35,4,30,1587,9,1,1,17,2
8,6,2,21,5,30,2143,19,1,2,13,2
2,5,8,37,5,30,1587,11,1,2,21,2
3,6,8,38,7,30,1587,9,1,2,23,2
3,4,3,78,5,30,1242,9,1,2,16,2
5,3,1,34,2,40,125,3,1,1,8,2
0,6,11,26,2,20,2151,19,1,1,16,2
3,3,8,20,1,40,1587,1,1,1,21,2
0,5,6,33,2,30,279,4,1,1,7,2
6,3,1,24,6,30,649,5,1,1,19,2
3,5,6,31,1,30,1332,9,1,1,17,2
9,3,1,25,5,30,124,3,1,2,22,2
8,6,8,46,4,30,1587,9,1,1,6,2
0,3,8,25,5,50,1587,5,1,1,16,2
8,3,2,57,6,30,599,5,1,1,13,2
0,4,8,36,3,30,1587,1,1,1,19,2
0,6,12,57,5,30,1242,9,1,2,13,2
0,6,11,32,5,30,1242,9,1,2,13,2
0,3,12,21,5,30,198,4,1,1,21,2
1,3,4,45,4,30,125,3,1,1,8,2
6,3,14,42,4,50,1995,9,2,1,6,2
0,6,7,28,5,30,998,5,1,1,13,2
3,6,8,54,4,30,1587,1,1,1,15,2
0,6,9,20,1,30,1598,9,1,1,17,2
0,5,8,38,4,30,1587,1,1,1,8,2
3,6,8,11,1,30,1587,1,1,1,20,2
3,6,8,49,6,30,1587,1,1,1,20,2
1,3,10,50,7,30,599,5,1,1,13,2
0,3,8,37,2,30,1587,1,1,1,7,2
5,3,8,22,5,50,1968,9,1,1,15,2
5,3,8,37,5,50,1587,90,1,1,15,2
9,4,8,14,2,30,1587,1,1,1,19,2
3,6,4,19,3,30,125,3,1,1,8,2
9,5,8,31,2,30,1598,9,1,1,17,2
9,5,8,31,2,30,1360,9,1,1,17,2
9,5,8,31,2,30,1360,9,1,1,17,2
3,5,14,53,3,30,1600,5,1,1,17,2
3,5,14,53,3,30,1600,5,1,1,17,2
0,3,12,25,3,50,599,5,1,1,14,2
3,3,10,28,4,30,124,3,1,1,16,2
1,3,8,54,6,30,1587,1,1,1,6,2
6,3,8,37,7,30,1587,5,1,1,8,2
0,3,11,36,5,30,1390,9,1,1,19,2
0,3,8,39,2,50,1198,5,1,1,7,2
1,4,7,70,4,30,1242,9,1,1,14,2
0,5,8,37,7,30,1587,11,1,1,20,2
0,3,5,62,7,30,2987,9,1,1,14,2
0,3,5,62,7,30,2987,9,1,1,14,2
5,3,13,53,7,40,929,5,1,1,19,2
0,3,6,31,7,30,1596,9,1,2,14,2
3,6,8,37,7,30,1587,1,1,2,0,2
0,3,8,30,6,40,1587,1,1,1,15,2
5,5,7,37,2,30,1497,9,1,1,8,2
2,6,9,34,4,30,1360,9,1,2,8,2
2,6,9,34,4,30,1360,9,1,2,8,2
3,3,6,29,6,30,6700,11,1,2,18,2
3,3,8,31,6,30,1587,1,1,2,18,2
0,6,10,44,4,30,2204,9,1,1,12,2
0,3,12,33,6,50,1497,9,1,2,23,2
0,3,12,33,6,50,1497,9,1,2,23,2
3,6,13,23,7,30,1339,9,1,1,7,2
3,6,13,23,7,30,1339,9,1,1,7,2
0,3,8,41,7,30,1587,1,1,2,8,2
0,3,8,37,4,30,1587,9,1,1,19,2
2,3,11,37,7,30,1997,9,1,1,22,2
2,3,9,27,7,30,102,3,1,1,22,2
0,3,6,18,2,30,124,3,1,1,12,2
0,3,20,60,4,30,1332,9,1,1,19,2
0,3,3,55,1,30,6700,11,1,1,23,2
3,5,1,37,7,30,1598,9,1,1,0,2
0,3,8,25,1,30,1587,4,1,1,16,2
1,3,16,62,5,30,2793,9,2,1,9,2
8,3,13,80,4,30,1298,9,1,1,12,2
8,3,8,46,4,30,1587,1,1,1,12,2
3,5,8,21,6,30,998,9,1,1,16,2
0,1,1,34,7,70,10837,21,2,1,0,2
0,1,10,63,7,70,11967,11,2,1,0,2
0,1,10,63,7,70,11967,11,2,1,0,2
0,1,10,63,7,70,11967,11,2,1,0,2
0,1,10,63,7,70,11967,11,2,1,0,2
0,1,10,63,7,70,11967,11,2,1,0,2
3,4,12,16,5,30,124,3,1,1,15,2
3,4,12,16,5,30,124,3,1,1,15,2
3,5,14,37,3,30,2295,9,1,1,9,2
0,3,8,44,1,30,1587,9,1,1,3,2
3,4,13,22,2,30,1198,9,1,2,18,2
3,4,8,37,2,30,1587,1,1,2,18,2
0,3,4,47,6,30,11967,21,1,1,15,2
3,6,11,59,5,30,1896,9,1,1,17,2
7,3,4,36,4,30,1797,9,1,1,13,2
3,6,23,52,7,30,400,4,1,1,18,2
3,6,12,22,7,30,124,3,1,1,18,2
0,3,8,37,7,30,1587,9,1,1,9,2
0,3,1,33,6,30,1797,9,1,1,13,2
0,3,8,37,3,30,1587,19,1,1,15,2
0,3,10,28,6,30,2497,9,1,1,11,2
0,3,1,21,3,30,124,4,1,1,8,2
0,4,10,54,4,30,3900,11,1,1,15,2
9,6,13,23,1,30,1149,9,1,1,6,2
0,3,7,37,6,40,124,3,2,2,15,2
9,3,3,53,1,40,1796,9,1,1,19,2
9,3,3,53,1,40,1796,9,1,1,19,2
0,3,11,32,3,30,1598,9,1,1,15,2
9,3,8,48,2,30,1587,1,1,1,7,2
6,3,15,36,7,30,1600,9,1,1,14,2
6,3,7,27,7,30,1461,9,1,1,14,2
0,3,8,21,3,30,1587,3,1,1,10,2
3,6,15,23,6,30,100,3,1,1,11,2
6,3,11,33,5,30,1364,9,1,1,1,2
6,3,11,33,5,30,1364,9,1,1,1,2
6,3,1,32,5,30,1991,9,1,1,1,2
6,3,1,32,5,30,1991,9,1,1,1,2
6,3,1,32,5,30,1991,9,1,1,1,2
3,3,15,53,2,40,1951,9,1,1,14,2
3,3,4,35,2,30,1598,9,1,1,17,2
6,3,13,53,2,50,2295,9,1,1,11,2
0,6,16,25,2,30,1988,9,2,1,16,2
3,3,10,27,2,30,124,3,1,1,22,2
6,3,8,37,3,40,1587,9,1,1,12,2
3,3,11,47,6,30,1796,9,1,1,18,2
0,3,13,60,7,30,1598,9,2,1,16,2
0,3,1,24,7,30,1995,9,2,1,16,2
3,3,4,49,2,30,6692,11,1,1,16,2
2,5,13,69,7,30,1998,9,1,1,15,2
2,5,13,69,7,30,1998,9,1,1,15,2
3,3,5,59,7,30,1910,8,1,1,1,2
3,3,5,59,7,30,1910,8,1,1,1,2
3,3,5,59,7,30,1910,8,1,1,1,2
3,3,5,59,7,30,1910,8,1,1,1,2
3,3,5,59,7,30,1910,8,1,1,1,2
3,3,5,59,7,30,1910,8,1,1,1,2
3,3,1,22,7,30,1198,9,1,1,1,2
3,3,1,22,7,30,1198,9,1,1,1,2
0,3,8,55,2,40,1968,9,1,1,10,2
3,3,13,31,1,30,1299,9,1,1,7,2
3,3,11,37,6,30,2099,9,1,1,14,2
3,3,6,38,2,30,125,3,1,2,16,2
3,3,8,37,7,30,1587,11,1,1,21,2
3,3,8,30,7,50,1587,9,1,2,19,2
3,6,2,54,2,30,847,5,1,2,19,2
0,6,8,15,6,30,1587,1,1,1,20,2
0,3,14,43,3,30,1587,9,1,2,15,2
6,3,1,63,7,30,1598,9,1,1,21,2
6,3,1,63,7,30,1598,9,1,1,21,2
6,3,1,63,7,30,1598,9,1,1,21,2
0,5,6,55,3,30,1368,9,1,1,22,2
0,4,8,37,5,30,1587,1,1,1,15,2
3,3,8,28,2,30,1587,1,1,2,16,2
2,5,8,25,3,30,1587,1,1,1,7,2
3,3,13,33,6,30,1242,9,1,1,13,2
0,3,1,24,6,30,1461,9,1,1,8,2
0,3,4,57,3,30,125,3,2,2,8,2
0,5,7,36,6,30,1497,9,1,1,18,2
6,3,8,77,2,30,1587,9,1,1,15,2
3,3,3,62,1,30,1995,9,1,1,11,2
3,3,5,41,5,30,1690,5,1,1,18,2
0,6,11,52,6,30,1587,20,1,1,22,2
3,3,2,41,4,30,4760,11,1,1,13,2
6,3,8,37,2,30,1587,9,1,1,8,2
0,3,7,24,1,30,599,5,1,2,6,2
0,3,7,24,1,30,599,5,1,2,6,2
3,3,7,28,3,30,125,3,1,1,23,2
3,3,8,55,5,30,1587,11,1,1,16,2
3,3,8,55,5,30,1587,11,1,1,16,2
3,3,15,51,4,20,1390,9,1,1,8,2
3,3,15,51,4,20,1390,9,1,1,8,2
3,3,10,24,4,20,1596,9,1,1,8,2
3,3,11,35,6,30,1796,9,1,2,18,2
3,3,8,52,5,30,1587,1,1,1,16,2
6,3,16,50,6,30,1850,9,1,1,17,2
6,3,16,50,6,30,1850,9,1,1,17,2
3,3,5,32,5,30,2198,19,1,1,7,2
9,3,8,49,6,30,1587,9,1,1,15,2
3,4,5,34,7,30,1686,8,1,1,19,2
3,3,2,54,6,30,4760,11,1,1,14,2
3,3,2,54,6,30,4760,11,1,1,14,2
0,3,8,37,7,30,1587,9,1,1,14,2
3,3,8,32,7,30,1587,1,1,1,15,2
0,6,8,41,6,30,1587,1,1,1,8,2
3,3,10,37,1,30,124,2,1,1,21,2
8,3,2,52,5,30,670,5,1,1,7,2
3,6,1,26,2,30,689,5,1,1,8,2
3,6,11,20,3,30,1596,9,1,1,16,2
3,6,8,24,2,30,1598,9,1,1,18,2
0,3,6,32,5,30,1242,9,1,1,8,2
2,3,8,37,3,30,1587,9,1,1,23,2
3,3,7,37,1,30,1995,9,1,1,6,2
3,4,1,26,1,30,124,3,1,1,16,2
3,3,2,51,3,30,600,5,1,1,16,2
8,4,12,22,7,30,124,3,1,1,21,2
3,3,8,25,5,30,1587,5,1,1,0,2
0,3,8,55,1,30,1587,9,1,1,16,2
3,3,8,37,4,30,1587,9,1,1,15,2
3,3,8,45,4,30,1587,1,1,1,15,2
0,5,8,36,4,30,998,9,1,1,15,2
0,3,15,28,3,30,1800,9,1,2,9,2
3,3,24,28,5,30,2998,9,1,1,15,2
8,3,8,38,5,30,1587,3,1,1,10,2
6,3,3,36,5,30,125,3,1,2,13,2
6,3,3,36,5,30,125,3,1,2,13,2
6,3,3,55,5,30,670,5,1,2,11,2
3,3,8,52,2,30,1587,20,1,4,9,2
3,5,8,73,5,20,1587,1,1,2,21,2
7,3,1,45,6,30,250,4,1,1,11,2
6,3,2,21,4,30,1398,9,1,1,21,2
6,3,10,22,4,30,1995,9,1,1,21,2
6,3,11,49,2,20,1598,9,1,2,18,2
6,3,11,49,2,20,1598,9,1,2,18,2
3,3,8,46,6,30,1587,1,1,2,9,2
3,4,3,38,2,30,125,3,1,1,17,2
8,6,8,37,7,30,1587,1,1,1,20,2
0,3,8,37,2,30,1587,3,1,2,16,2
3,6,6,40,1,30,1956,8,1,1,23,2
3,3,17,50,4,30,234,4,1,1,18,2
0,4,8,37,6,30,1587,9,1,1,17,2
3,6,11,38,2,30,1781,9,1,1,19,2
3,6,8,37,2,30,1587,9,1,1,19,2
3,6,8,37,2,30,1587,9,1,1,19,2
3,6,8,48,4,30,1587,1,1,1,12,2
3,3,8,23,1,30,1587,1,1,2,17,2
0,3,7,61,5,30,6700,11,1,2,22,2
3,3,9,50,2,30,7790,21,1,1,15,2
3,5,9,62,4,30,1598,9,1,1,18,2
3,3,3,24,3,30,675,5,1,4,6,2
3,3,8,40,7,30,1587,1,1,1,11,2
3,3,8,24,2,30,1587,1,1,1,16,2
3,4,16,21,3,30,599,5,1,1,17,2
3,4,8,37,4,30,124,3,1,1,20,2
3,3,12,46,1,30,1596,9,1,1,19,2
3,3,12,37,7,30,1781,9,1,2,18,2
3,5,1,44,1,30,689,4,1,2,6,2
3,5,1,44,1,30,689,4,1,2,6,2
6,6,8,47,3,30,1296,9,1,1,21,2
6,6,2,22,3,30,1242,9,1,1,21,2
3,3,11,59,7,30,124,3,1,1,1,2
3,6,6,47,5,30,1968,9,1,2,11,2
3,6,8,37,5,30,1587,9,1,2,11,2
3,6,8,50,3,30,1587,9,1,1,16,2
3,3,11,31,4,30,996,5,1,1,18,2
3,3,8,56,6,30,1587,9,1,1,11,2
3,6,3,50,5,30,1598,9,1,1,0,2
3,3,11,32,2,30,998,5,1,1,17,2
6,3,8,27,2,30,1995,9,1,2,20,2
3,6,8,16,5,30,1587,1,1,1,20,2
3,3,2,54,6,30,6696,11,1,1,18,2
6,4,8,37,5,30,1587,9,1,1,22,2
6,3,8,45,3,30,1587,5,1,1,9,2
6,3,8,45,3,30,1587,5,1,1,9,2
7,3,8,50,7,30,1587,1,1,1,10,2
3,6,4,21,4,30,124,3,1,1,16,2
3,3,8,26,2,30,1587,1,1,1,15,2
3,3,2,32,6,30,1582,9,1,1,16,2
3,3,8,28,4,30,1587,9,1,1,23,2
3,3,8,74,4,30,1598,9,1,1,10,2
3,3,8,74,4,30,1598,9,1,1,10,2
3,6,9,48,6,30,2993,9,1,1,15,2
3,6,8,12,2,30,1587,1,1,1,18,2
3,5,10,37,7,30,599,5,1,1,17,2
3,3,13,31,6,30,1598,9,1,2,15,2
6,3,1,23,6,30,125,4,1,2,11,2
6,3,4,30,6,30,1560,9,1,2,11,2
3,3,7,53,3,30,1596,9,1,1,19,2
3,6,8,28,6,30,999,5,1,1,13,2
3,3,8,22,2,30,1587,1,1,1,13,2
0,3,1,40,4,30,125,3,1,1,14,2
0,3,1,40,4,30,125,3,1,1,14,2
0,5,8,37,6,30,1587,11,1,1,10,2
3,3,19,77,1,30,2435,9,1,1,16,2
3,3,9,50,1,30,1968,9,1,1,16,2
3,3,15,32,1,30,1796,9,1,1,16,2
3,3,8,37,1,30,1587,9,1,1,16,2
0,4,8,25,7,30,1587,9,1,1,18,2
3,3,15,18,4,30,1679,9,1,2,0,2
3,3,15,18,4,30,1679,9,1,2,0,2
0,3,11,64,4,30,1400,9,1,1,17,2
6,4,14,48,7,30,1769,9,1,1,20,2
6,3,8,52,4,30,1587,11,1,1,11,2
8,3,8,37,6,30,1587,5,1,1,13,2
1,3,3,41,5,30,1560,19,1,1,17,2
0,5,2,32,5,30,1242,9,1,1,21,2
