junction_detail,1st_road_class,age_of_vehicle,age_of_driver,day_of_week,time_range,speed_limit,engine_capacity_(cc),junction_detail,vehicle_type,urban_or_rural_area,road_surface_conditions,accident_severity
0,6,8,27,2,12-13,30,1587,0,9,1,1,2
1,3,8,37,5,15-16,30,1587,1,19,1,2,2
3,4,7,40,3,18-19,30,2993,3,9,1,1,2
6,3,8,38,3,5-6,30,1386,6,9,1,1,2
6,3,8,37,7,15-16,30,1587,6,11,1,2,2
3,6,8,20,3,12-13,30,1587,3,2,1,2,2
6,5,8,21,1,5-6,30,125,6,3,1,1,2
6,5,8,21,1,5-6,30,125,6,3,1,1,2
6,3,8,67,4,17-18,30,1598,6,9,1,1,2
3,6,3,20,5,17-18,30,125,3,3,1,2,2
3,3,5,39,5,14-15,30,1997,3,9,1,1,2
3,3,5,39,5,14-15,30,1997,3,9,1,1,2
0,3,8,37,5,16-17,30,1587,0,9,1,1,2
6,3,2,31,4,22-23,30,125,6,3,1,1,2
3,3,8,20,2,7-8,50,125,3,3,1,1,2
0,6,6,36,6,6-7,30,1242,0,9,1,1,2
6,5,8,68,4,22-23,30,1587,6,1,1,1,2
3,6,8,39,2,17-18,30,1587,3,1,1,1,2
3,4,6,21,7,16-17,30,645,3,5,1,1,2
3,3,8,49,7,18-19,30,1587,3,1,1,1,2
0,6,8,21,7,16-17,20,1587,0,1,2,1,2
0,4,8,37,3,19-20,30,1587,0,1,2,2,2
0,4,8,37,3,19-20,30,1587,0,1,2,2,2
0,6,8,59,5,18-19,30,1587,0,1,1,1,2
0,3,8,43,6,14-15,30,1587,0,1,1,1,2
0,3,8,37,4,6-7,30,1587,0,1,1,1,2
0,3,8,55,1,18-19,30,1587,0,1,1,1,2
0,4,8,52,7,10-11,30,1587,0,1,1,1,2
3,3,3,55,3,19-20,30,1398,3,9,1,1,2
6,6,8,42,4,21-22,30,1587,6,1,2,1,2
0,3,8,38,7,18-19,30,1587,0,1,1,1,2
0,3,8,56,7,18-19,40,1587,0,5,1,1,2
3,3,8,25,7,3-4,30,1956,3,9,1,1,2
3,6,11,22,7,16-17,30,1149,3,9,1,1,2
6,3,8,51,6,16-17,30,1587,6,1,1,1,2
3,3,2,28,5,7-8,30,124,3,3,1,1,2
0,3,8,53,4,13-14,20,1587,0,1,1,1,2
0,3,8,53,4,13-14,20,1587,0,1,1,1,2
3,6,1,36,5,14-15,30,125,3,3,1,1,2
3,3,4,58,2,17-18,30,599,3,5,1,1,2
3,3,8,63,7,19-20,30,1587,3,1,1,1,2
1,3,1,22,3,10-11,30,124,1,3,1,2,2
1,3,8,37,4,21-22,30,1587,1,1,1,1,2
0,6,8,37,4,17-18,20,1587,0,1,1,2,2
0,6,8,35,5,19-20,20,1587,0,1,2,2,2
3,3,9,24,4,19-20,30,883,3,5,1,2,2
3,5,3,29,5,16-17,30,1968,3,9,1,2,2
6,3,1,43,7,11-12,30,2967,6,9,1,1,2
3,5,8,31,4,15-16,30,1587,3,21,1,1,2
3,5,8,31,4,15-16,30,1587,3,21,1,1,2
0,3,8,35,4,9-10,30,649,0,5,1,2,2
0,3,8,24,4,9-10,30,1587,0,1,1,2,2
0,4,9,21,3,21-22,30,9000,0,11,1,1,2
1,3,3,41,2,11-12,40,125,1,5,1,2,2
0,3,8,77,6,16-17,30,1587,0,9,1,1,2
1,3,8,61,3,9-10,30,1587,1,1,1,1,2
3,4,2,28,4,10-11,30,995,3,9,1,1,2
0,3,8,35,7,15-16,40,1587,0,9,1,1,2
3,3,8,47,4,7-8,30,1587,3,3,1,2,2
0,6,3,42,7,18-19,30,803,0,4,1,1,2
0,3,4,35,7,23-24,30,4500,0,11,1,1,2
0,1,8,30,5,13-14,60,1587,0,9,1,2,2
0,3,8,22,7,11-12,40,1587,0,9,1,2,2
8,3,8,28,4,15-16,30,1587,8,1,1,1,2
3,6,8,29,6,11-12,30,1587,3,5,1,1,2
6,3,8,32,2,20-21,30,1497,6,9,1,1,2
6,3,8,32,2,20-21,30,1497,6,9,1,1,2
6,3,1,32,2,20-21,30,2143,6,19,1,1,2
0,3,2,57,1,15-16,40,1461,0,9,1,1,2
0,3,2,57,1,15-16,40,1461,0,9,1,1,2
3,3,8,31,2,23-24,20,1296,3,9,1,1,2
3,3,8,26,2,23-24,20,1587,3,9,1,1,2
3,3,8,26,2,23-24,20,1587,3,9,1,1,2
0,3,10,19,7,8-9,30,1229,0,9,1,1,2
6,3,8,36,2,13-14,50,680,6,5,1,1,2
3,3,8,65,1,20-21,30,1587,3,1,1,1,2
3,3,13,51,1,21-22,30,998,3,9,1,1,2
6,3,4,32,6,16-17,40,125,6,3,2,2,2
2,5,8,43,2,11-12,30,1587,2,1,1,1,2
6,3,8,37,7,18-19,40,1587,6,1,1,1,2
0,3,5,35,3,11-12,30,9000,0,11,1,1,2
3,3,16,71,6,7-8,30,599,3,5,1,1,2
3,3,8,37,4,16-17,30,1587,3,3,1,1,2
3,3,3,45,5,7-8,30,1598,3,9,1,1,2
3,3,8,40,5,8-9,30,1587,3,1,1,1,2
0,3,2,63,5,18-19,30,1598,0,9,1,1,2
0,3,2,63,5,18-19,30,1598,0,9,1,1,2
6,3,1,35,3,11-12,30,2493,6,9,1,1,2
6,3,1,35,3,11-12,30,2493,6,9,1,1,2
1,3,4,35,5,8-9,30,124,1,3,1,1,2
0,3,8,37,6,12-13,40,1587,0,9,1,1,2
3,3,5,31,7,11-12,30,998,3,5,1,1,2
3,3,8,59,5,19-20,30,1587,3,1,1,1,2
0,3,8,7,6,13-14,30,1587,0,1,1,1,2
0,3,8,29,2,13-14,30,1587,0,1,1,1,2
1,3,8,26,2,21-22,40,125,1,4,1,1,2
6,3,4,27,1,22-23,40,2143,6,9,1,1,2
6,3,8,38,1,22-23,40,1587,6,19,1,1,2
3,5,2,48,7,13-14,30,1198,3,5,1,1,2
3,5,8,21,7,13-14,30,1587,3,2,1,1,2
0,3,8,48,6,9-10,40,1587,0,4,1,1,2
6,3,3,41,4,19-20,30,1198,6,9,1,1,2
0,5,4,28,4,14-15,30,1956,0,9,1,1,2
6,5,8,37,5,11-12,30,1587,6,11,1,1,2
0,5,5,47,5,13-14,30,9000,0,11,1,2,2
1,3,1,41,2,19-20,40,1170,1,5,1,1,2
2,3,8,26,3,18-19,30,125,2,3,1,2,2
0,3,8,49,2,17-18,40,1587,0,1,1,1,2
3,6,10,37,3,15-16,30,2198,3,9,1,1,2
0,1,10,45,6,8-9,60,1050,0,5,1,1,2
6,3,6,28,6,20-21,30,4500,6,11,1,2,2
0,6,7,37,2,18-19,20,1995,0,9,1,1,2
6,6,5,84,7,16-17,30,1400,6,9,1,1,2
7,3,10,56,1,16-17,30,1360,7,9,1,1,2
3,4,8,30,3,19-20,30,1587,3,1,1,1,2
3,3,13,29,1,6-7,30,1769,3,9,1,2,2
6,3,4,23,7,21-22,30,1197,6,9,1,1,2
0,3,7,65,6,15-16,30,4500,0,11,1,1,2
3,3,12,47,7,18-19,40,1339,3,9,2,1,2
6,3,10,62,2,17-18,30,2148,6,9,1,1,2
0,3,2,37,6,16-17,30,125,0,3,1,1,2
0,3,14,44,5,17-18,50,599,0,5,1,1,2
0,6,8,37,6,14-15,20,1587,0,1,1,1,2
7,6,8,37,6,15-16,30,1587,7,1,1,1,2
0,3,8,37,6,18-19,30,1587,0,1,2,1,2
3,5,4,21,7,22-23,30,125,3,3,1,1,2
3,3,2,73,7,0-1,30,2987,3,9,1,1,2
3,3,3,36,5,11-12,30,125,3,3,1,1,2
3,3,8,42,3,7-8,30,1587,3,1,1,1,2
0,5,8,47,2,11-12,30,1587,0,1,1,1,2
3,6,8,82,7,8-9,30,1587,3,9,1,2,2
1,5,3,25,3,22-23,30,125,1,3,1,2,2
0,3,14,35,7,6-7,30,790,0,5,1,1,2
0,3,14,35,7,6-7,30,790,0,5,1,1,2
3,3,3,41,2,12-13,30,865,3,3,1,1,2
0,6,8,79,4,6-7,30,1587,0,1,1,1,2
3,3,2,34,4,18-19,30,600,3,5,1,1,2
3,6,8,13,3,8-9,30,1587,3,1,1,1,2
3,6,7,34,2,20-21,30,1796,3,9,1,1,2
3,6,7,34,2,20-21,30,1796,3,9,1,1,2
3,6,7,34,2,20-21,30,1796,3,9,1,1,2
3,3,3,33,3,19-20,50,2143,3,9,1,2,2
6,3,8,18,6,18-19,30,1587,6,3,1,1,2
3,5,8,59,4,16-17,30,1598,3,9,1,1,2
0,3,10,20,5,23-24,50,2776,0,9,1,2,2
0,3,10,20,5,23-24,50,2776,0,9,1,2,2
0,3,10,20,5,23-24,50,2776,0,9,1,2,2
0,3,8,40,5,23-24,50,1587,0,9,1,2,2
0,6,3,17,7,12-13,30,125,0,3,1,2,2
0,5,8,20,5,16-17,30,1587,0,3,1,2,2
3,5,10,48,6,22-23,30,1794,3,9,1,1,2
6,4,4,59,5,12-13,30,1968,6,19,1,2,2
3,5,16,44,3,15-16,30,498,3,4,1,1,2
3,3,1,21,5,8-9,30,124,3,3,1,1,2
3,3,8,27,5,8-9,30,1587,3,1,1,1,2
3,3,8,41,6,21-22,30,1587,3,1,1,2,2
6,3,8,25,5,17-18,30,1587,6,9,1,1,2
3,4,10,50,4,8-9,30,1968,3,9,1,1,2
0,5,8,27,2,20-21,30,108,0,3,1,1,2
0,6,7,65,2,14-15,30,6692,0,21,1,1,2
3,6,8,67,3,21-22,30,1587,3,1,1,1,2
6,3,3,27,4,13-14,30,1956,6,9,1,1,2
8,3,7,32,1,15-16,30,124,8,4,1,1,2
3,3,8,38,4,8-9,30,1587,3,1,1,1,2
3,3,1,37,2,7-8,30,689,3,5,1,1,2
0,6,11,26,2,17-18,30,1995,0,9,1,1,2
0,6,10,45,2,17-18,30,652,0,5,1,1,2
0,3,8,12,3,12-13,30,1587,0,1,1,1,2
1,3,8,46,1,1-2,30,1587,1,8,1,1,2
3,3,7,37,7,10-11,30,883,3,5,1,1,2
3,3,10,39,7,17-18,30,7300,3,11,1,2,2
0,3,11,19,7,14-15,40,1595,0,9,1,1,2
5,3,15,30,1,19-20,40,1242,5,9,1,1,2
0,3,8,37,4,6-7,30,124,0,2,1,2,2
6,6,16,16,6,22-23,30,124,6,3,1,1,2
6,3,8,37,3,8-9,30,1587,6,3,1,1,2
3,3,15,82,4,14-15,30,1199,3,9,1,1,2
0,6,5,30,3,13-14,30,108,0,3,1,1,2
3,3,8,26,4,20-21,30,645,3,5,1,1,2
6,3,8,39,6,16-17,30,1587,6,1,1,1,2
0,5,8,46,3,16-17,30,1910,0,9,1,1,2
6,6,8,17,4,16-17,30,1587,6,3,1,2,2
0,5,8,37,4,11-12,30,1587,0,9,1,1,2
0,3,1,30,2,11-12,30,1996,0,19,1,1,2
3,5,10,27,6,15-16,30,1896,3,19,1,1,2
0,6,6,33,3,17-18,30,1388,0,9,1,2,2
6,3,8,46,1,15-16,30,1587,6,9,1,1,2
6,3,1,26,6,19-20,30,109,6,2,1,1,2
3,3,13,62,6,15-16,30,7300,3,11,1,1,2
6,3,4,35,4,19-20,20,649,6,5,1,1,2
3,3,11,51,4,10-11,30,1360,3,9,1,1,2
3,3,8,37,1,13-14,30,1587,3,11,1,1,2
3,3,8,21,7,5-6,30,1587,3,1,1,1,2
6,4,5,50,5,18-19,30,3456,6,9,1,2,2
3,3,4,26,3,21-22,30,1598,3,9,1,1,2
5,3,8,29,2,9-10,30,1587,5,1,1,1,2
6,3,8,25,3,16-17,30,1587,6,5,1,1,2
3,3,8,39,2,7-8,30,1587,3,1,1,1,2
3,3,13,40,4,7-8,30,124,3,4,1,1,2
3,3,11,50,5,16-17,30,1995,3,9,1,1,2
3,3,8,31,6,7-8,30,1587,3,1,1,1,2
0,6,2,79,4,15-16,30,1997,0,9,1,1,2
3,5,1,33,4,23-24,30,125,3,3,1,1,2
0,6,8,51,4,8-9,30,1587,0,19,1,1,2
0,3,8,29,1,2-3,30,1587,0,1,1,1,2
6,3,4,50,2,4-5,30,1339,6,9,1,1,2
6,3,8,25,7,18-19,30,1587,6,1,1,1,2
3,3,8,54,4,11-12,30,1587,3,1,1,1,2
3,3,8,35,6,10-11,30,1587,3,1,1,1,2
3,3,8,40,5,17-18,30,1587,3,1,1,1,2
3,4,15,42,5,10-11,30,124,3,3,1,1,2
3,3,8,27,4,20-21,30,125,3,3,1,1,2
3,3,4,34,2,23-24,20,1995,3,9,1,2,2
3,3,9,49,2,23-24,20,1586,3,9,1,2,2
3,3,9,49,2,23-24,20,1586,3,9,1,2,2
0,3,8,25,2,18-19,30,1587,0,1,1,1,2
8,3,1,37,6,6-7,30,124,8,3,1,1,2
3,3,8,19,7,10-11,20,1587,3,3,1,1,2
3,3,8,19,7,10-11,20,1587,3,3,1,1,2
3,3,10,44,5,18-19,30,125,3,3,1,2,2
0,3,6,34,1,21-22,30,125,0,3,1,1,2
3,3,8,37,3,19-20,30,1587,3,1,1,1,2
3,3,8,37,2,10-11,30,1587,3,1,1,1,2
3,3,13,86,2,0-1,30,1598,3,9,1,1,2
3,3,11,38,1,1-2,30,738,3,5,2,1,2
3,3,8,33,4,20-21,30,1587,3,1,1,1,2
3,3,3,27,3,8-9,30,999,3,5,1,1,2
3,3,8,54,3,8-9,30,1587,3,1,1,1,2
3,3,19,51,2,16-17,30,599,3,5,1,1,2
6,3,8,37,4,20-21,30,1587,6,9,1,1,2
6,3,8,56,5,14-15,30,600,6,5,1,1,2
3,3,8,37,1,12-13,30,1587,3,1,1,1,2
3,3,8,39,7,21-22,30,1587,3,9,1,1,2
6,3,3,51,4,18-19,30,49,6,2,1,1,2
6,3,8,41,5,7-8,30,6700,6,11,1,1,2
3,6,8,37,3,18-19,30,1587,3,3,1,1,2
8,3,8,32,5,17-18,30,1587,8,1,1,1,2
6,3,7,33,2,21-22,30,625,6,3,1,1,2
3,5,1,28,1,2-3,30,108,3,3,1,1,2
0,3,29,36,3,20-21,30,4942,0,9,2,1,2
0,3,29,36,3,20-21,30,4942,0,9,2,1,2
3,3,8,44,5,6-7,30,1587,3,1,1,1,2
3,3,3,32,5,20-21,30,125,3,3,1,2,2
6,3,8,29,1,18-19,30,125,6,3,1,1,2
2,6,8,17,4,20-21,30,1587,2,3,1,1,2
0,3,8,25,2,19-20,30,1587,0,1,1,1,2
0,3,8,33,2,7-8,30,1587,0,1,1,1,2
3,3,8,47,3,18-19,30,1587,3,1,1,1,2
6,3,12,37,7,18-19,30,781,6,5,1,2,2
3,3,4,35,7,16-17,30,675,3,5,1,1,2
6,3,2,58,4,18-19,30,782,6,5,1,2,2
6,3,8,28,4,18-19,30,1587,6,1,1,2,2
6,3,10,35,6,17-18,30,124,6,3,1,1,2
6,3,4,39,1,17-18,30,125,6,3,1,2,2
0,3,8,37,4,12-13,30,1587,0,5,1,1,2
3,5,8,39,1,11-12,30,1587,3,1,1,1,2
3,3,6,41,2,8-9,30,656,3,5,1,1,2
0,3,8,30,5,19-20,40,1587,0,1,1,1,2
0,3,8,36,5,19-20,40,1587,0,1,1,1,2
6,3,8,37,3,17-18,30,1587,6,9,1,2,2
0,4,7,35,4,19-20,30,244,0,3,1,1,2
0,4,7,35,4,19-20,30,244,0,3,1,1,2
0,3,4,35,6,21-22,30,2143,0,19,1,2,2
3,6,8,41,5,15-16,30,1587,3,90,1,1,2
3,3,8,83,3,18-19,30,1587,3,9,1,2,2
2,3,8,28,5,23-24,30,1587,2,9,1,1,2
2,3,8,28,5,23-24,30,1587,2,9,1,1,2
2,3,8,28,5,23-24,30,1587,2,9,1,1,2
3,6,8,37,5,5-6,30,1587,3,9,1,1,2
3,3,5,31,2,19-20,30,125,3,3,1,1,2
6,3,8,60,7,6-7,40,1587,6,9,1,1,2
6,3,14,46,7,6-7,40,1598,6,9,1,1,2
0,3,8,22,6,23-24,40,1587,0,5,1,1,2
6,3,1,24,7,18-19,30,942,6,3,1,1,2
0,3,15,21,1,23-24,40,124,0,3,1,1,2
6,3,8,45,3,13-14,30,1587,6,1,1,1,2
3,3,13,35,6,7-8,30,750,3,5,1,1,2
0,6,3,54,4,12-13,30,1596,0,9,1,1,2
0,6,6,52,1,15-16,30,4500,0,11,1,1,2
3,3,8,50,5,0-1,30,1587,3,9,1,1,2
3,6,2,37,5,22-23,30,1798,3,9,1,1,2
3,3,9,36,5,9-10,30,1390,3,9,1,1,2
3,3,9,37,5,9-10,30,2200,3,19,1,1,2
2,3,7,32,5,9-10,30,695,2,5,1,1,2
0,4,5,40,1,0-1,30,1797,0,9,1,2,2
0,3,11,76,4,17-18,40,2402,0,8,1,1,2
6,3,13,35,1,17-18,30,1598,6,9,1,1,2
3,3,4,37,3,18-19,30,1995,3,9,1,1,2
3,3,4,28,7,2-3,30,124,3,3,1,1,2
3,3,4,28,7,2-3,30,124,3,3,1,1,2
0,3,8,26,7,14-15,30,1587,0,5,1,1,2
3,3,1,19,6,17-18,30,125,3,3,1,1,2
0,6,8,26,4,20-21,30,599,0,5,1,1,2
3,6,8,30,7,16-17,30,1587,3,1,1,1,2
3,3,8,35,5,14-15,30,675,3,5,1,1,2
5,3,9,20,2,11-12,30,1242,5,9,1,1,2
0,3,3,28,1,19-20,40,999,0,5,1,1,2
3,5,8,37,2,15-16,30,1587,3,11,1,1,2
3,5,8,37,2,15-16,30,1587,3,11,1,1,2
0,4,14,46,2,16-17,30,1596,0,9,1,1,2
3,3,4,35,7,20-21,30,1332,3,9,1,1,2
7,4,6,25,7,8-9,30,1198,7,9,1,1,2
3,3,8,37,2,11-12,30,1587,3,9,1,1,2
6,3,8,13,4,13-14,40,1587,6,1,1,1,2
6,3,10,51,2,7-8,50,1199,6,5,1,1,2
0,6,10,57,3,8-9,30,499,0,5,1,1,2
0,3,6,46,5,6-7,40,599,0,5,1,1,2
3,3,8,44,5,20-21,30,1587,3,1,1,1,2
0,3,11,25,3,16-17,40,698,0,9,1,2,2
3,5,15,24,2,12-13,30,1390,3,9,1,1,2
3,3,7,23,1,21-22,40,125,3,4,1,2,2
0,3,10,55,6,13-14,20,984,0,5,1,1,2
9,3,4,28,3,23-24,30,1598,9,9,1,2,2
8,6,8,35,6,10-11,30,1587,8,1,1,1,2
3,3,18,50,6,21-22,30,1998,3,9,1,1,2
3,3,18,50,6,21-22,30,1998,3,9,1,1,2
3,3,8,37,6,21-22,30,1587,3,9,1,1,2
3,3,8,37,5,19-20,30,1587,3,9,1,1,2
3,3,15,51,1,3-4,30,2664,3,8,1,1,2
3,3,8,49,5,18-19,30,1587,3,1,1,1,2
2,3,6,37,7,11-12,30,125,2,3,1,1,2
0,3,4,32,4,11-12,50,124,0,3,1,1,2
0,3,8,37,6,12-13,30,125,0,3,1,1,2
0,3,8,37,6,12-13,30,125,0,3,1,1,2
3,3,10,54,5,10-11,30,999,3,5,1,1,2
0,6,8,19,3,1-2,30,1364,0,9,1,1,2
3,5,4,19,4,7-8,30,1390,3,9,2,2,2
3,5,4,19,4,7-8,30,1390,3,9,2,2,2
3,5,4,19,4,7-8,30,1390,3,9,2,2,2
0,4,7,55,1,18-19,30,1598,0,9,1,1,2
9,3,8,72,6,10-11,30,1587,9,90,1,1,2
0,6,8,30,4,17-18,30,1587,0,9,1,2,2
0,5,1,58,3,13-14,30,1390,0,9,1,2,2
0,5,1,58,3,13-14,30,1390,0,9,1,2,2
6,5,15,51,4,22-23,30,998,6,9,1,1,2
6,5,12,20,4,22-23,30,1198,6,9,1,1,2
6,5,12,20,4,22-23,30,1198,6,9,1,1,2
1,5,8,35,4,17-18,30,1587,1,9,1,1,2
8,6,2,21,5,13-14,30,2143,8,19,1,2,2
2,5,8,37,5,21-22,30,1587,2,11,1,2,2
3,6,8,38,7,23-24,30,1587,3,9,1,2,2
3,4,3,78,5,16-17,30,1242,3,9,1,2,2
5,3,1,34,2,8-9,40,125,5,3,1,1,2
0,6,11,26,2,16-17,20,2151,0,19,1,1,2
3,3,8,20,1,21-22,40,1587,3,1,1,1,2
0,5,6,33,2,7-8,30,279,0,4,1,1,2
6,3,1,24,6,19-20,30,649,6,5,1,1,2
3,5,6,31,1,17-18,30,1332,3,9,1,1,2
9,3,1,25,5,22-23,30,124,9,3,1,2,2
8,6,8,46,4,6-7,30,1587,8,9,1,1,2
0,3,8,25,5,16-17,50,1587,0,5,1,1,2
8,3,2,57,6,13-14,30,599,8,5,1,1,2
0,4,8,36,3,19-20,30,1587,0,1,1,1,2
0,6,12,57,5,13-14,30,1242,0,9,1,2,2
0,6,11,32,5,13-14,30,1242,0,9,1,2,2
0,3,12,21,5,21-22,30,198,0,4,1,1,2
1,3,4,45,4,8-9,30,125,1,3,1,1,2
6,3,14,42,4,6-7,50,1995,6,9,2,1,2
0,6,7,28,5,13-14,30,998,0,5,1,1,2
3,6,8,54,4,15-16,30,1587,3,1,1,1,2
0,6,9,20,1,17-18,30,1598,0,9,1,1,2
0,5,8,38,4,8-9,30,1587,0,1,1,1,2
3,6,8,11,1,20-21,30,1587,3,1,1,1,2
3,6,8,49,6,20-21,30,1587,3,1,1,1,2
1,3,10,50,7,13-14,30,599,1,5,1,1,2
0,3,8,37,2,7-8,30,1587,0,1,1,1,2
5,3,8,22,5,15-16,50,1968,5,9,1,1,2
5,3,8,37,5,15-16,50,1587,5,90,1,1,2
9,4,8,14,2,19-20,30,1587,9,1,1,1,2
3,6,4,19,3,8-9,30,125,3,3,1,1,2
9,5,8,31,2,17-18,30,1598,9,9,1,1,2
9,5,8,31,2,17-18,30,1360,9,9,1,1,2
9,5,8,31,2,17-18,30,1360,9,9,1,1,2
3,5,14,53,3,17-18,30,1600,3,5,1,1,2
3,5,14,53,3,17-18,30,1600,3,5,1,1,2
0,3,12,25,3,14-15,50,599,0,5,1,1,2
3,3,10,28,4,16-17,30,124,3,3,1,1,2
1,3,8,54,6,6-7,30,1587,1,1,1,1,2
6,3,8,37,7,8-9,30,1587,6,5,1,1,2
0,3,11,36,5,19-20,30,1390,0,9,1,1,2
0,3,8,39,2,7-8,50,1198,0,5,1,1,2
1,4,7,70,4,14-15,30,1242,1,9,1,1,2
0,5,8,37,7,20-21,30,1587,0,11,1,1,2
0,3,5,62,7,14-15,30,2987,0,9,1,1,2
0,3,5,62,7,14-15,30,2987,0,9,1,1,2
5,3,13,53,7,19-20,40,929,5,5,1,1,2
0,3,6,31,7,14-15,30,1596,0,9,1,2,2
3,6,8,37,7,0-1,30,1587,3,1,1,2,2
0,3,8,30,6,15-16,40,1587,0,1,1,1,2
5,5,7,37,2,8-9,30,1497,5,9,1,1,2
2,6,9,34,4,8-9,30,1360,2,9,1,2,2
2,6,9,34,4,8-9,30,1360,2,9,1,2,2
3,3,6,29,6,18-19,30,6700,3,11,1,2,2
3,3,8,31,6,18-19,30,1587,3,1,1,2,2
0,6,10,44,4,12-13,30,2204,0,9,1,1,2
0,3,12,33,6,23-24,50,1497,0,9,1,2,2
0,3,12,33,6,23-24,50,1497,0,9,1,2,2
3,6,13,23,7,7-8,30,1339,3,9,1,1,2
3,6,13,23,7,7-8,30,1339,3,9,1,1,2
0,3,8,41,7,8-9,30,1587,0,1,1,2,2
0,3,8,37,4,19-20,30,1587,0,9,1,1,2
2,3,11,37,7,22-23,30,1997,2,9,1,1,2
2,3,9,27,7,22-23,30,102,2,3,1,1,2
0,3,6,18,2,12-13,30,124,0,3,1,1,2
0,3,20,60,4,19-20,30,1332,0,9,1,1,2
0,3,3,55,1,23-24,30,6700,0,11,1,1,2
3,5,1,37,7,0-1,30,1598,3,9,1,1,2
0,3,8,25,1,16-17,30,1587,0,4,1,1,2
1,3,16,62,5,9-10,30,2793,1,9,2,1,2
8,3,13,80,4,12-13,30,1298,8,9,1,1,2
8,3,8,46,4,12-13,30,1587,8,1,1,1,2
3,5,8,21,6,16-17,30,998,3,9,1,1,2
0,1,1,34,7,0-1,70,10837,0,21,2,1,2
0,1,10,63,7,0-1,70,11967,0,11,2,1,2
0,1,10,63,7,0-1,70,11967,0,11,2,1,2
0,1,10,63,7,0-1,70,11967,0,11,2,1,2
0,1,10,63,7,0-1,70,11967,0,11,2,1,2
0,1,10,63,7,0-1,70,11967,0,11,2,1,2
3,4,12,16,5,15-16,30,124,3,3,1,1,2
3,4,12,16,5,15-16,30,124,3,3,1,1,2
3,5,14,37,3,9-10,30,2295,3,9,1,1,2
0,3,8,44,1,3-4,30,1587,0,9,1,1,2
3,4,13,22,2,18-19,30,1198,3,9,1,2,2
3,4,8,37,2,18-19,30,1587,3,1,1,2,2
0,3,4,47,6,15-16,30,11967,0,21,1,1,2
3,6,11,59,5,17-18,30,1896,3,9,1,1,2
7,3,4,36,4,13-14,30,1797,7,9,1,1,2
3,6,23,52,7,18-19,30,400,3,4,1,1,2
3,6,12,22,7,18-19,30,124,3,3,1,1,2
0,3,8,37,7,9-10,30,1587,0,9,1,1,2
0,3,1,33,6,13-14,30,1797,0,9,1,1,2
0,3,8,37,3,15-16,30,1587,0,19,1,1,2
0,3,10,28,6,11-12,30,2497,0,9,1,1,2
0,3,1,21,3,8-9,30,124,0,4,1,1,2
0,4,10,54,4,15-16,30,3900,0,11,1,1,2
9,6,13,23,1,6-7,30,1149,9,9,1,1,2
0,3,7,37,6,15-16,40,124,0,3,2,2,2
9,3,3,53,1,19-20,40,1796,9,9,1,1,2
9,3,3,53,1,19-20,40,1796,9,9,1,1,2
0,3,11,32,3,15-16,30,1598,0,9,1,1,2
9,3,8,48,2,7-8,30,1587,9,1,1,1,2
6,3,15,36,7,14-15,30,1600,6,9,1,1,2
6,3,7,27,7,14-15,30,1461,6,9,1,1,2
0,3,8,21,3,10-11,30,1587,0,3,1,1,2
3,6,15,23,6,11-12,30,100,3,3,1,1,2
6,3,11,33,5,1-2,30,1364,6,9,1,1,2
6,3,11,33,5,1-2,30,1364,6,9,1,1,2
6,3,1,32,5,1-2,30,1991,6,9,1,1,2
6,3,1,32,5,1-2,30,1991,6,9,1,1,2
6,3,1,32,5,1-2,30,1991,6,9,1,1,2
3,3,15,53,2,14-15,40,1951,3,9,1,1,2
3,3,4,35,2,17-18,30,1598,3,9,1,1,2
6,3,13,53,2,11-12,50,2295,6,9,1,1,2
0,6,16,25,2,16-17,30,1988,0,9,2,1,2
3,3,10,27,2,22-23,30,124,3,3,1,1,2
6,3,8,37,3,12-13,40,1587,6,9,1,1,2
3,3,11,47,6,18-19,30,1796,3,9,1,1,2
0,3,13,60,7,16-17,30,1598,0,9,2,1,2
0,3,1,24,7,16-17,30,1995,0,9,2,1,2
3,3,4,49,2,16-17,30,6692,3,11,1,1,2
2,5,13,69,7,15-16,30,1998,2,9,1,1,2
2,5,13,69,7,15-16,30,1998,2,9,1,1,2
3,3,5,59,7,1-2,30,1910,3,8,1,1,2
3,3,5,59,7,1-2,30,1910,3,8,1,1,2
3,3,5,59,7,1-2,30,1910,3,8,1,1,2
3,3,5,59,7,1-2,30,1910,3,8,1,1,2
3,3,5,59,7,1-2,30,1910,3,8,1,1,2
3,3,5,59,7,1-2,30,1910,3,8,1,1,2
3,3,1,22,7,1-2,30,1198,3,9,1,1,2
3,3,1,22,7,1-2,30,1198,3,9,1,1,2
0,3,8,55,2,10-11,40,1968,0,9,1,1,2
3,3,13,31,1,7-8,30,1299,3,9,1,1,2
3,3,11,37,6,14-15,30,2099,3,9,1,1,2
3,3,6,38,2,16-17,30,125,3,3,1,2,2
3,3,8,37,7,21-22,30,1587,3,11,1,1,2
3,3,8,30,7,19-20,50,1587,3,9,1,2,2
3,6,2,54,2,19-20,30,847,3,5,1,2,2
0,6,8,15,6,20-21,30,1587,0,1,1,1,2
0,3,14,43,3,15-16,30,1587,0,9,1,2,2
6,3,1,63,7,21-22,30,1598,6,9,1,1,2
6,3,1,63,7,21-22,30,1598,6,9,1,1,2
6,3,1,63,7,21-22,30,1598,6,9,1,1,2
0,5,6,55,3,22-23,30,1368,0,9,1,1,2
